lsoa11,r_dec,h_dec,e_dec,ahah_dec
E01003432,7,4,7,4
E01029960,9,2,10,10
E01030388,7,5,6,4
E01015963,4,8,9,8
E01000717,7,5,8,7
E01004550,9,1,10,10
E01023578,9,3,6,6
E01021255,5,5,5,2
E01023975,5,5,6,3
E01017500,10,1,5,8
E01030661,4,8,6,4
E01015853,9,2,10,10
E01001589,8,3,9,8
E01016004,2,7,9,6
E01017393,2,10,8,9
E01001543,8,3,8,7
E01001407,5,6,7,4
E01003074,10,1,10,10
E01023866,5,7,4,2
E01001249,10,1,10,10
E01003584,9,3,8,9
E01021439,10,4,5,9
E01020957,5,7,6,4
E01002599,7,7,9,9
E01020933,3,8,2,2
E01021005,5,3,2,1
E01030703,7,7,7,7
E01002479,5,4,4,2
E01023640,3,8,6,4
E01023973,4,6,6,3
E01021588,6,5,5,3
E01021735,1,6,7,3
E01003754,7,1,9,7
E01001885,10,1,10,10
E01021072,4,9,2,5
E01002845,10,1,10,10
E01018010,9,2,6,7
E01001139,8,2,8,7
E01002188,7,3,8,6
E01002651,8,4,9,8
E01015985,3,3,10,7
E01001262,8,5,8,8
E01023343,6,7,4,4
E01021314,4,4,8,3
E01004742,10,1,10,10
E01003683,9,2,9,10
E01021781,10,2,5,8
E01021643,2,10,4,6
E01004634,4,1,6,1
E01004579,10,1,10,10
E01023462,1,10,5,9
E01024356,6,3,8,5
E01001131,6,7,6,5
E01001583,6,3,9,6
E01003374,10,2,7,8
E01015769,5,5,5,2
E01015951,7,7,10,10
E01000705,10,3,7,8
E01023655,8,9,3,8
E01024646,10,2,7,10
E01021165,2,10,2,7
E01030841,2,9,4,4
E01021084,5,6,3,2
E01021208,5,7,3,2
E01015852,10,1,10,10
E01003042,10,1,10,10
E01002242,8,2,9,8
E01000342,7,5,8,7
E01001577,8,2,9,8
E01003308,10,1,9,10
E01030555,1,10,2,7
E01021773,8,5,8,7
E01023751,4,5,4,1
E01001040,9,2,6,6
E01022028,2,10,8,9
E01000843,10,1,10,10
E01016923,6,6,4,3
E01030513,5,4,2,1
E01000594,8,2,9,7
E01001163,8,3,8,8
E01031386,2,10,2,6
E01002082,9,2,10,9
E01001631,9,3,10,10
E01021566,6,7,8,7
E01003428,9,2,9,9
E01023950,3,7,4,2
E01015969,8,6,10,10
E01002538,6,5,4,3
E01030875,4,5,3,1
E01024083,9,3,4,6
E01021030,9,2,5,7
E01002037,9,4,10,10
E01024421,2,9,4,5
E01002702,10,1,10,10
E01031368,8,7,5,7
E01016898,3,4,2,1
E01001282,8,3,9,7
E01024641,7,7,5,6
E01023517,8,6,7,7
E01024756,9,4,4,5
E01016897,10,1,8,10
E01001952,10,1,10,10
E01002029,10,1,9,10
E01003714,10,1,10,10
E01033608,10,2,10,10
E01030597,10,4,4,7
E01003507,10,1,10,10
E01024539,5,3,4,1
E01004367,10,1,10,10
E01018226,1,10,4,7
E01032562,7,3,7,4
E01031620,3,9,3,5
E01003778,10,1,8,9
E01024841,6,3,3,1
E01016874,10,1,9,9
E01004744,10,1,10,10
E01004044,10,1,10,10
E01003509,9,2,10,10
E01016133,4,7,9,7
E01000804,8,4,8,7
E01030046,2,10,8,8
E01017381,5,9,7,8
E01001894,10,2,10,10
E01001610,8,3,8,7
E01004376,10,1,9,10
E01033118,2,10,5,8
E01016160,5,4,8,4
E01002964,9,2,5,7
E01021228,6,9,3,7
E01001679,7,5,7,5
E01000716,8,4,7,6
E01001792,10,2,10,10
E01024804,1,10,2,6
E01002238,8,2,9,7
E01031353,4,8,4,4
E01017378,2,8,7,5
E01030142,7,9,6,9
E01000249,8,3,5,4
E01017482,8,2,5,3
E01033139,8,4,8,7
E01021628,8,4,9,8
E01001795,10,1,10,10
E01017507,6,5,7,5
E01031808,10,1,8,10
E01003611,10,2,10,10
E01000251,10,1,6,9
E01018228,2,10,6,8
E01003145,10,2,9,10
E01001699,8,4,9,8
E01023782,6,6,4,2
E01002843,10,1,10,10
E01000395,8,4,7,6
E01023447,8,7,7,8
E01021839,5,3,4,1
E01024635,5,6,5,3
E01002560,7,4,9,8
E01000440,8,6,9,9
E01016000,3,5,10,9
E01024195,6,9,5,7
E01002619,6,2,10,8
E01002856,10,1,10,10
E01002428,4,6,7,4
E01001726,10,2,10,10
E01030872,3,5,3,1
E01001342,7,2,9,6
E01001964,9,2,9,8
E01002403,4,3,9,5
E01001860,10,1,10,10
E01003759,9,4,9,9
E01022020,3,7,7,3
E01001926,10,1,10,10
E01033706,10,1,10,10
E01029888,7,8,8,8
E01000579,10,2,10,10
E01003585,9,1,8,8
E01001994,8,3,9,8
E01000862,10,2,10,10
E01022048,4,7,6,5
E01003053,10,1,10,10
E01018191,1,9,6,5
E01031740,6,6,3,3
E01032837,4,6,2,1
E01002988,10,1,5,9
E01004258,8,4,10,10
E01004366,7,2,9,8
E01002652,8,5,9,8
E01003399,8,2,9,9
E01002509,4,4,8,5
E01033044,3,9,8,9
E01023329,6,7,7,6
E01031679,2,9,2,5
E01029996,7,3,9,7
E01002005,10,1,9,10
E01003866,9,1,7,7
E01001919,8,1,9,8
E01021903,1,10,5,8
E01002187,7,3,6,4
E01033590,8,2,9,7
E01018170,4,6,7,4
E01000455,9,3,7,6
E01021891,6,3,7,3
E01002202,9,1,9,9
E01023511,8,5,6,6
E01003253,10,1,10,10
E01004424,10,1,10,10
E01003156,8,3,10,10
E01017481,3,8,5,4
E01024482,3,6,7,3
E01021382,2,10,3,7
E01030106,4,8,5,5
E01015999,3,3,9,6
E01030711,4,6,10,9
E01024250,5,8,4,5
E01000555,8,3,10,9
E01002504,5,4,9,7
E01002495,5,3,9,6
E01015855,10,1,10,10
E01030548,4,8,3,3
E01003852,9,2,9,8
E01001759,10,2,10,10
E01000765,7,3,4,2
E01021910,1,10,6,8
E01004762,10,1,10,10
E01029981,4,6,6,3
E01023464,9,8,6,9
E01004730,9,3,10,10
E01030158,4,8,5,5
E01002171,9,1,9,9
E01021821,3,5,6,2
E01016895,9,3,4,7
E01002815,9,1,10,10
E01021374,5,6,6,3
E01031766,1,10,2,7
E01002927,8,3,8,7
E01017827,4,5,9,7
E01021344,3,8,10,9
E01001075,5,3,4,1
E01001587,8,2,9,8
E01017515,7,7,7,7
E01002431,8,3,8,7
E01024231,9,5,5,8
E01002021,9,2,9,9
E01001947,10,1,10,10
E01030105,6,7,6,5
E01023451,7,7,4,5
E01002641,9,1,10,10
E01030243,3,8,7,6
E01003039,10,1,10,10
E01031708,10,1,3,9
E01031622,2,10,3,6
E01004128,6,1,7,3
E01000706,9,3,7,6
E01021658,3,8,3,3
E01024771,4,6,6,3
E01023540,7,4,7,5
E01021755,3,6,3,1
E01000610,8,3,9,8
E01029880,1,10,4,8
E01030216,4,9,10,9
E01026886,1,10,8,10
E01020988,5,4,4,1
E01001083,8,3,8,7
E01024656,7,2,5,3
E01024418,4,8,3,3
E01001636,10,2,9,10
E01024016,4,6,6,2
E01003665,9,1,9,9
E01021840,3,5,5,1
E01002949,6,4,6,3
E01030087,1,10,8,10
E01000349,8,6,8,8
E01024207,1,10,6,8
E01031820,4,4,2,1
E01018293,3,3,6,1
E01021808,5,7,8,6
E01018027,4,8,7,6
E01016032,6,5,8,6
E01024750,4,6,5,2
E01000528,9,2,10,10
E01004012,8,4,10,10
E01023967,4,9,4,5
E01023320,8,5,7,8
E01024151,2,7,4,2
E01001565,9,2,9,9
E01000145,9,1,10,10
E01029914,6,8,9,9
E01023824,4,8,3,3
E01024312,6,6,6,4
E01003061,10,1,10,10
E01023518,5,8,7,8
E01001597,8,6,6,7
E01002950,4,6,5,2
E01021162,4,9,2,4
E01000647,9,3,6,7
E01004666,10,1,10,10
E01003589,10,2,10,10
E01016480,4,9,10,10
E01017412,2,10,4,7
E01017403,6,6,7,6
E01018030,7,6,5,5
E01030124,5,9,7,8
E01000301,8,3,8,7
E01023986,1,9,5,4
E01002129,9,2,8,8
E01000484,7,4,8,6
E01024525,7,4,3,3
E01033130,9,4,10,10
E01001202,10,1,10,10
E01004520,10,1,10,10
E01000453,8,4,8,7
E01030328,7,5,5,4
E01002130,10,1,9,10
E01001373,9,1,10,10
E01000147,10,1,9,9
E01015914,4,6,9,6
E01021016,5,6,2,2
E01002030,10,1,9,9
E01004337,9,2,9,8
E01023379,7,3,4,2
E01021103,1,10,4,8
E01004669,10,1,10,10
E01004294,9,2,10,10
E01004502,9,2,10,9
E01021190,3,10,1,6
E01017456,6,5,4,3
E01003741,9,3,9,9
E01029906,1,10,6,9
E01016033,6,5,9,7
E01024378,2,9,6,7
E01002394,6,4,9,7
E01000967,8,3,10,10
E01020990,10,1,6,10
E01021558,5,7,6,5
E01001846,8,1,8,6
E01029944,1,10,5,7
E01000125,9,1,8,8
E01002658,9,2,10,10
E01030043,2,9,7,7
E01004755,10,1,10,10
E01000523,10,2,10,10
E01021134,1,10,2,7
E01004708,10,1,10,10
E01002133,8,3,8,8
E01002740,10,1,10,10
E01021050,4,8,5,5
E01001974,10,1,9,10
E01002018,9,4,9,8
E01024787,2,10,2,6
E01001359,9,2,10,10
E01021376,2,10,5,7
E01023539,8,3,8,7
E01001381,9,1,10,10
E01031352,6,4,8,5
E01002465,7,3,8,6
E01000678,9,2,8,7
E01016932,9,1,6,7
E01030367,7,2,8,5
E01032653,2,8,7,5
E01001437,8,7,8,9
E01029897,1,10,6,8
E01003193,9,2,9,9
E01030176,1,10,5,9
E01031719,3,9,3,4
E01023977,4,6,3,1
E01003159,8,3,10,10
E01004219,10,2,10,10
E01000834,7,5,6,5
E01002994,7,3,9,7
E01002568,9,3,8,8
E01017420,6,9,5,7
E01024389,4,4,7,3
E01000654,3,5,4,1
E01024334,2,9,5,5
E01000390,7,6,7,7
E01000976,10,1,10,10
E01016045,9,1,8,8
E01015754,5,3,7,2
E01002270,8,4,8,7
E01003999,9,2,10,10
E01002717,10,3,10,10
E01032524,1,10,8,10
E01002718,10,1,10,10
E01001654,6,6,8,7
E01023690,8,6,7,7
E01000138,8,2,10,9
E01003371,9,1,9,8
E01033341,10,1,10,10
E01021101,1,10,4,8
E01000905,10,1,10,10
E01021682,3,4,6,1
E01003089,10,1,10,10
E01030008,6,5,9,8
E01004678,10,1,10,10
E01000093,5,3,10,9
E01002341,7,7,4,5
E01002416,6,3,8,5
E01021193,5,7,1,2
E01023645,8,5,4,4
E01001493,8,2,9,8
E01003760,7,4,9,8
E01021369,5,9,5,7
E01016883,8,6,4,4
E01000570,7,3,9,8
E01031826,6,5,6,4
E01030121,1,10,6,8
E01000291,6,3,6,3
E01003938,10,1,10,10
E01017947,6,4,4,2
E01021341,2,7,10,9
E01021825,3,7,5,2
E01030723,4,8,8,7
E01002041,10,2,10,10
E01031822,6,4,3,1
E01003878,8,3,5,4
E01024620,2,10,9,9
E01000634,9,2,9,9
E01024741,3,6,10,8
E01000321,9,1,8,7
E01001466,9,1,9,9
E01002355,9,3,8,8
E01016041,10,1,8,8
E01023635,4,8,5,5
E01021508,2,7,8,6
E01004186,7,4,7,4
E01003691,8,2,7,5
E01001029,8,3,9,8
E01021579,10,3,8,9
E01029995,7,2,9,6
E01033713,10,2,10,10
E01004732,10,1,10,10
E01002093,9,4,10,9
E01016089,8,3,9,8
E01001309,8,4,9,8
E01030067,1,10,5,8
E01001749,10,1,10,10
E01015740,6,6,6,5
E01031629,2,10,2,6
E01004432,9,1,10,10
E01000219,8,3,10,9
E01032769,10,2,10,10
E01001485,9,1,9,9
E01024776,5,6,3,2
E01024136,8,2,8,6
E01033464,8,4,10,9
E01023582,2,8,6,4
E01002850,10,1,10,10
E01015716,6,2,8,5
E01031747,6,7,3,4
E01004062,10,2,10,10
E01030166,8,4,8,7
E01024381,1,5,5,1
E01000419,5,5,7,4
E01016054,3,7,6,4
E01024285,6,4,8,5
E01004650,9,1,10,10
E01031632,1,10,4,7
E01023923,7,6,7,6
E01024727,2,9,5,7
E01002492,4,4,10,7
E01023668,9,7,7,8
E01018007,9,2,7,7
E01022099,1,10,4,7
E01021790,8,5,9,9
E01023702,9,3,3,6
E01024281,6,2,9,6
E01004190,9,3,9,9
E01016147,3,8,10,9
E01003724,7,6,6,5
E01021972,1,9,8,9
E01015862,8,1,10,9
E01016912,10,2,5,7
E01030185,4,7,5,4
E01030191,4,4,5,1
E01000886,10,1,8,9
E01021328,5,4,9,5
E01018259,3,7,7,4
E01002014,10,1,9,10
E01016095,5,7,6,5
E01015714,5,3,6,2
E01018194,1,10,7,8
E01030508,4,7,3,2
E01001397,6,5,10,9
E01002498,6,2,9,5
E01002456,5,3,9,5
E01003084,10,2,9,9
E01023636,5,7,5,4
E01002541,6,5,9,6
E01003513,5,5,10,8
E01031647,4,7,4,2
E01022006,8,6,9,9
E01001159,7,5,9,8
E01002813,10,1,10,10
E01002714,10,1,10,10
E01000696,7,7,4,4
E01023549,6,5,6,4
E01030817,2,9,5,6
E01003788,9,2,8,8
E01002404,4,3,9,4
E01015927,6,7,7,7
E01030737,8,3,9,8
E01031817,5,4,3,1
E01030299,5,7,4,3
E01015751,6,1,7,2
E01021153,5,9,3,5
E01003630,10,1,10,10
E01016172,7,3,6,3
E01004479,9,1,10,10
E01001560,6,5,10,9
E01031562,8,4,3,3
E01001957,9,1,10,10
E01002061,8,3,10,9
E01003472,9,1,9,8
E01004753,10,2,10,10
E01000653,6,7,5,5
E01022039,3,8,8,7
E01016861,10,1,4,8
E01033489,10,1,10,10
E01024797,5,6,2,1
E01022083,2,9,3,5
E01003814,9,1,5,5
E01016872,10,1,9,10
E01000569,5,4,8,4
E01033215,10,3,7,10
E01000361,9,3,7,7
E01001576,8,3,10,10
E01029907,1,10,7,10
E01001098,6,6,5,3
E01002926,4,7,7,6
E01015770,4,6,6,3
E01003775,9,3,9,9
E01001093,8,3,4,4
E01030350,7,3,4,2
E01002691,8,2,9,8
E01021684,9,3,6,7
E01004642,7,4,8,6
E01002091,8,3,10,9
E01002200,7,3,8,6
E01004712,10,1,10,10
E01003934,10,1,10,10
E01001183,10,1,9,10
E01000015,8,2,8,7
E01031670,5,7,5,3
E01024673,5,4,6,2
E01020929,7,7,4,5
E01000465,3,9,8,8
E01000964,8,3,10,10
E01024046,7,7,6,6
E01021343,4,6,10,9
E01023677,6,6,5,4
E01002131,8,2,9,7
E01021192,4,8,1,3
E01021999,9,4,9,9
E01004733,10,1,10,10
E01026440,1,10,3,7
E01004235,10,1,9,10
E01000994,8,2,10,9
E01031650,2,9,3,5
E01024106,7,8,5,7
E01015836,6,5,7,4
E01000793,6,4,6,3
E01030180,3,6,7,3
E01001043,10,1,9,10
E01004340,9,1,9,9
E01000277,7,2,8,6
E01018102,3,9,9,8
E01003093,10,1,10,10
E01015809,4,8,6,6
E01001592,7,3,10,9
E01001915,10,1,9,10
E01000859,10,1,10,10
E01017541,1,10,7,10
E01030309,4,8,3,3
E01003354,5,5,9,7
E01004020,7,4,9,8
E01023622,3,9,7,6
E01001065,5,7,3,2
E01021320,4,6,9,7
E01030707,6,6,10,9
E01003135,9,2,10,10
E01018239,2,10,9,10
E01024838,10,3,3,7
E01021758,6,7,5,5
E01002420,6,3,8,5
E01015965,4,8,8,7
E01023932,6,7,6,5
E01031594,7,5,5,4
E01016914,3,8,2,2
E01021813,9,4,7,7
E01021252,3,5,4,1
E01022040,3,7,8,5
E01020974,4,7,3,2
E01003617,10,1,9,10
E01033723,3,7,6,3
E01002038,10,1,10,10
E01002251,7,3,7,5
E01004428,8,2,9,7
E01003937,10,1,10,10
E01018065,1,10,9,9
E01003283,10,1,10,10
E01030110,4,7,5,3
E01024004,2,7,6,2
E01018168,10,2,4,7
E01001874,9,2,10,10
E01030947,6,8,2,4
E01023829,4,8,5,4
E01003049,10,1,10,10
E01023588,5,7,7,6
E01023514,10,2,6,8
E01031755,8,2,3,2
E01000198,6,6,8,7
E01002666,7,4,8,6
E01003384,10,2,10,10
E01031727,2,9,2,5
E01021986,5,6,4,2
E01023894,6,6,7,5
E01001935,10,1,10,10
E01024760,3,8,3,3
E01000113,10,1,10,10
E01024408,4,7,5,3
E01021105,2,9,2,3
E01017945,8,5,5,5
E01017438,5,7,7,5
E01003987,9,3,10,10
E01024854,2,9,2,5
E01002223,7,3,9,8
E01031551,5,5,4,2
E01021991,1,10,9,10
E01001491,9,2,9,9
E01001986,9,1,10,10
E01004256,9,2,10,10
E01030611,7,5,6,4
E01033137,6,5,9,7
E01031781,8,4,6,6
E01002567,10,1,8,9
E01017825,3,6,6,3
E01004136,8,2,8,7
E01017511,4,6,4,2
E01022015,2,9,8,7
E01001314,8,3,7,6
E01021850,5,2,6,1
E01015730,8,2,7,4
E01003219,6,3,9,7
E01001028,4,7,6,4
E01018175,6,7,4,4
E01004408,10,1,10,10
E01021326,5,5,10,8
E01021883,1,10,5,8
E01002982,6,3,9,6
E01023484,4,7,6,4
E01032782,9,1,10,10
E01015843,10,2,10,10
E01004305,10,1,10,10
E01001911,10,1,10,10
E01001009,10,1,10,10
E01030140,7,9,7,9
E01001021,6,5,2,1
E01031680,2,9,3,5
E01004140,10,1,9,9
E01001223,8,2,10,9
E01000006,9,3,10,10
E01021890,6,3,7,3
E01030146,1,10,6,9
E01023914,6,5,4,2
E01002373,9,2,8,7
E01018180,4,8,6,6
E01020944,7,4,2,1
E01024729,5,7,5,4
E01003816,4,6,4,2
E01024072,10,6,6,10
E01029992,7,2,9,7
E01001445,8,6,6,6
E01023378,4,8,4,3
E01029877,1,10,5,8
E01023602,10,2,5,8
E01029962,10,1,10,10
E01021929,3,8,6,4
E01030546,3,9,2,4
E01029950,10,3,5,8
E01002471,9,2,9,9
E01015829,10,1,10,10
E01030164,9,4,9,9
E01021233,3,6,5,2
E01017536,9,2,5,6
E01002066,10,1,10,10
E01016866,7,2,2,1
E01001568,9,4,9,8
E01030387,7,6,8,8
E01023953,4,6,5,2
E01002826,10,1,10,10
E01000649,5,6,6,4
E01003726,6,8,4,5
E01000934,10,1,10,10
E01023774,6,5,3,2
E01003448,6,2,7,3
E01016896,10,1,8,10
E01000548,10,1,10,10
E01016157,5,6,7,4
E01032831,3,6,5,2
E01000318,8,2,8,6
E01000493,9,2,10,10
E01017377,2,9,6,6
E01033027,2,7,4,1
E01004694,10,1,10,10
E01004560,10,1,10,10
E01001614,6,4,7,4
E01001585,8,2,10,9
E01024339,8,2,9,8
E01004251,10,1,10,10
E01021994,3,7,5,3
E01015838,4,4,7,4
E01004179,7,2,8,5
E01002731,10,1,10,10
E01021488,4,5,9,7
E01004141,8,2,9,8
E01002117,7,3,7,4
E01023964,3,8,6,5
E01021467,7,8,5,7
E01021323,6,3,8,4
E01021465,10,3,5,8
E01016163,6,3,8,4
E01002840,10,1,10,10
E01023958,7,2,8,4
E01002216,6,2,9,6
E01001374,9,1,10,10
E01024658,10,1,6,8
E01002446,4,8,10,9
E01024827,2,5,3,1
E01003904,9,6,9,9
E01024213,5,8,4,5
E01000827,8,4,8,7
E01004701,10,1,10,10
E01000032,9,2,9,9
E01033719,6,6,5,3
E01030539,5,4,3,1
E01002408,6,3,10,8
E01030579,7,4,8,5
E01001386,10,2,10,10
E01015854,10,1,10,10
E01002851,10,1,10,10
E01017384,9,4,5,6
E01021273,8,4,8,8
E01004121,10,2,9,10
E01001700,10,1,9,9
E01015994,6,6,9,9
E01021059,7,8,6,7
E01004022,10,1,10,10
E01015807,6,7,7,6
E01033541,6,10,6,9
E01017943,9,3,5,5
E01004538,9,1,10,10
E01016030,3,7,8,5
E01016096,8,4,7,6
E01017558,2,6,7,2
E01000089,7,3,9,7
E01030023,9,2,10,10
E01021071,10,2,3,9
E01003131,10,1,10,10
E01001447,10,5,8,9
E01024598,4,9,7,7
E01001909,10,1,10,10
E01000813,9,2,4,4
E01004661,10,1,10,10
E01024002,8,2,5,3
E01021185,8,4,4,5
E01031657,1,10,4,7
E01030150,1,10,6,9
E01024481,3,7,5,3
E01000668,9,2,6,6
E01032574,6,3,10,8
E01001033,10,1,6,7
E01015892,10,2,7,8
E01016873,10,1,8,9
E01000553,10,1,10,10
E01023428,4,7,4,2
E01015851,9,2,10,10
E01018238,2,10,7,9
E01031354,5,7,5,4
E01017948,6,4,5,2
E01023446,10,2,4,9
E01003897,10,1,9,10
E01001586,8,2,9,8
E01030189,4,6,4,2
E01023871,7,7,6,6
E01015780,7,5,8,7
E01030684,7,6,6,5
E01030138,1,10,5,9
E01033327,10,1,10,10
E01030355,4,6,6,3
E01000236,8,2,9,9
E01003376,6,2,8,4
E01017539,9,2,6,6
E01001162,8,4,9,8
E01024651,7,6,2,3
E01024008,3,8,3,2
E01016039,9,2,8,7
E01002760,9,1,10,10
E01015721,5,7,7,6
E01002550,4,6,9,8
E01002044,10,1,10,10
E01023890,6,6,7,5
E01001013,10,1,10,10
E01001954,10,1,10,10
E01030475,2,9,5,5
E01021303,3,4,9,5
E01003056,10,1,10,10
E01024783,8,4,4,4
E01000132,9,1,8,9
E01031795,5,4,6,2
E01001061,4,7,3,2
E01002564,9,2,9,9
E01004147,7,3,8,5
E01002758,10,1,10,10
E01017522,8,2,6,4
E01003837,6,4,5,3
E01024332,2,10,6,7
E01021167,2,7,2,1
E01001693,4,6,10,9
E01000953,9,2,10,10
E01026900,5,8,7,7
E01024351,7,6,4,4
E01024003,4,5,6,2
E01001722,10,1,10,10
E01023296,6,4,7,4
E01003872,9,1,7,6
E01000822,8,2,7,6
E01015704,10,2,8,8
E01003743,10,2,10,10
E01015719,6,7,7,6
E01030334,4,6,7,4
E01001082,4,8,4,4
E01003396,10,1,10,10
E01016891,10,2,6,9
E01001266,8,4,8,7
E01003497,9,2,10,10
E01024158,4,4,7,2
E01031835,9,1,7,7
E01001404,6,4,9,6
E01015848,9,2,8,9
E01026889,9,8,7,9
E01003336,8,2,9,7
E01023786,4,7,3,2
E01023859,9,5,5,7
E01001436,9,3,9,8
E01021217,2,9,2,4
E01023701,10,2,3,8
E01003871,8,2,7,5
E01001469,8,2,6,5
E01021934,3,7,5,3
E01016040,8,2,8,6
E01023459,5,8,4,5
E01017616,2,9,5,5
E01024060,9,6,4,7
E01001559,7,5,10,9
E01004434,8,3,9,8
E01032584,10,1,10,10
E01001318,6,2,9,7
E01004246,9,2,10,10
E01030161,8,4,9,8
E01001696,10,1,9,10
E01000639,10,1,10,10
E01002002,9,2,10,10
E01002662,9,1,10,10
E01002609,3,6,7,4
E01000158,8,3,8,6
E01003875,9,2,5,5
E01003179,9,2,10,10
E01027049,5,8,7,6
E01001442,10,1,8,10
E01002286,6,5,8,6
E01024835,8,2,4,3
E01015828,9,2,10,10
E01017472,8,3,8,6
E01002742,10,1,10,10
E01000111,9,3,8,8
E01002770,10,1,10,10
E01002298,7,5,4,3
E01003983,10,2,10,10
E01029964,7,2,8,6
E01004307,10,1,10,10
E01033745,6,5,10,9
E01003422,9,3,6,6
E01000879,10,1,9,10
E01000050,10,1,10,10
E01003172,8,3,10,10
E01023648,4,7,4,2
E01000162,10,1,7,9
E01021448,7,7,6,7
E01003231,10,1,9,10
E01021150,3,9,1,4
E01000447,10,1,6,8
E01000824,9,2,7,7
E01003851,8,2,8,7
E01001482,9,2,9,8
E01021004,5,5,2,1
E01004499,10,1,10,10
E01015982,5,6,10,9
E01016127,3,5,8,4
E01002350,10,1,9,10
E01001841,10,2,10,10
E01023550,7,3,4,3
E01004572,7,4,6,4
E01004301,10,1,10,10
E01003437,8,3,7,5
E01017476,7,4,8,5
E01031369,10,2,6,9
E01021291,9,2,7,7
E01002036,9,2,10,10
E01021018,4,8,2,3
E01004510,10,1,10,10
E01016997,10,2,8,9
E01021354,3,9,4,6
E01000527,9,2,10,10
E01021763,9,5,5,6
E01001138,9,2,7,7
E01031721,2,9,3,5
E01000369,8,4,9,9
E01023333,10,4,5,7
E01016149,2,10,5,8
E01002147,4,6,5,2
E01033599,9,2,10,10
E01021710,6,5,6,3
E01024508,9,2,6,6
E01021904,1,9,6,5
E01024203,1,10,4,9
E01004637,6,3,6,2
E01000607,8,3,9,8
E01018254,1,9,4,5
E01023779,6,5,4,2
E01000292,9,1,6,5
E01030515,2,10,2,8
E01024222,7,8,5,7
E01004691,10,1,10,10
E01020914,9,2,8,8
E01001019,5,6,3,2
E01016094,6,6,6,5
E01024086,2,10,2,6
E01031794,6,5,6,4
E01001428,9,1,9,9
E01017444,1,10,6,8
E01021170,2,10,2,7
E01023485,2,10,4,6
E01002155,6,4,8,5
E01023680,4,9,4,6
E01004322,10,1,10,10
E01033081,10,1,7,9
E01001070,3,9,4,5
E01003217,8,1,9,8
E01023764,3,9,4,4
E01024786,2,10,3,6
E01002533,4,6,4,2
E01003343,8,4,10,9
E01000828,7,6,8,8
E01003270,8,3,8,8
E01024489,1,10,8,9
E01000142,9,2,10,10
E01004378,7,2,9,7
E01001855,10,1,10,10
E01003499,10,1,10,10
E01030060,2,8,6,5
E01031814,8,2,7,5
E01024304,3,8,5,4
E01030720,6,6,7,6
E01031699,4,6,3,1
E01001096,6,4,5,3
E01000408,4,7,10,9
E01031830,5,5,4,2
E01016128,3,5,8,4
E01002374,9,3,8,8
E01002673,6,4,10,9
E01021164,1,10,2,8
E01016875,10,1,8,9
E01024826,3,4,3,1
E01031400,7,3,4,2
E01004199,10,1,10,10
E01000485,7,3,8,7
E01015831,10,1,10,10
E01021938,4,6,4,2
E01024020,4,6,3,1
E01000370,9,3,9,9
E01031556,4,8,2,3
E01020989,10,2,6,7
E01004605,9,2,9,9
E01003317,8,3,9,8
E01002699,10,1,10,10
E01021719,5,5,6,3
E01030698,7,6,7,7
E01021248,4,2,4,1
E01030004,6,2,9,6
E01016170,6,5,6,3
E01024042,1,10,3,8
E01021893,2,8,7,5
E01003154,7,4,10,9
E01001406,10,1,9,9
E01024440,2,10,3,6
E01004394,10,1,10,10
E01000642,10,1,10,10
E01021604,1,10,4,6
E01015861,8,2,9,8
E01001966,8,1,8,6
E01021789,9,3,10,9
E01004148,8,4,8,7
E01026467,2,9,2,5
E01015832,9,1,10,10
E01000205,7,3,9,7
E01001520,9,3,8,7
E01030713,8,4,8,7
E01001574,9,3,7,7
E01024126,5,7,5,4
E01017581,6,4,5,2
E01004438,10,1,8,9
E01024746,2,9,2,5
E01002396,5,4,9,6
E01024433,2,9,4,4
E01003550,10,2,8,9
E01003782,10,1,9,10
E01003445,6,4,6,3
E01024174,2,5,10,7
E01030819,2,9,6,6
E01016926,5,4,3,1
E01030873,3,5,2,1
E01024789,1,10,2,8
E01024005,4,4,7,2
E01001858,10,1,10,10
E01000448,8,3,6,5
E01001474,8,2,7,5
E01029919,7,7,7,7
E01004112,9,2,4,5
E01024234,2,10,3,7
E01002233,10,1,9,10
E01021989,2,7,5,2
E01023508,1,10,5,8
E01024715,9,2,6,7
E01023767,3,8,4,3
E01023821,6,6,3,2
E01018029,7,8,7,7
E01022002,3,8,9,9
E01000181,10,1,8,10
E01021899,1,10,4,6
E01002218,9,2,9,9
E01020941,5,3,3,1
E01001320,5,6,8,5
E01024643,10,1,6,10
E01033446,1,10,3,8
E01001934,8,2,10,9
E01030288,4,5,9,6
E01002802,10,1,10,10
E01002626,7,1,9,7
E01001584,9,3,9,8
E01030188,7,3,4,2
E01000534,9,2,10,10
E01024183,9,2,9,9
E01023637,5,7,5,4
E01001745,10,1,10,10
E01023586,2,7,6,3
E01015810,3,8,5,4
E01003598,10,1,10,10
E01001086,9,1,9,9
E01004359,10,3,6,8
E01000460,7,4,8,6
E01001978,10,1,10,10
E01002122,9,2,9,8
E01031575,4,8,7,6
E01030368,5,3,6,2
E01002063,9,2,10,9
E01021561,4,7,7,6
E01024743,2,9,5,5
E01021322,6,3,9,7
E01004154,6,3,9,6
E01021157,8,5,2,4
E01003721,9,2,7,6
E01002863,10,1,10,10
E01000767,8,2,4,2
E01018277,1,10,3,7
E01021080,8,8,2,6
